,Player,Translated,Compounded_polarity,Sentiment
6309,S Watson,"RT @KollywudCinema: #CSKvSRH #SRHvCSK

#CSK 146/2 in 15 Over
#Watson 97(48)
#Rayudu 1(6)
#CSK to Win 33 off 30 Balls

#WhistlePodu #KcLive…",5.859,Positive
6315,S Watson,#IPL2018Final Runs are raining from Watson's bat.,0.0,Neutral
6340,S Watson,"This is how experience comes into play, none for first 10 balls and another 36 balls  @ShaneRWatson33 scored 97 run… https://t.co/ze3MOcKOmw",3.4000000000000004,Positive
6345,S Watson,#Watson on fire 🔥🔥🔥.. #ShaneWatson #CSKvsSRH #CSK #IPL2018Final,-3.4000000000000004,Negative
6362,S Watson,"RT @KollywudCinema: #CSKvsSRH #SRHvCSK

#CSK 5/0 in 2 Over

#Watson 0(8)
#DuPlessis 5(4)

#WhistlePodu #KcLive #Kollywoodcinemaa #Chennai #…",0.0,Neutral
6376,S Watson,"RT @SunRisers: Just a single off the 15th over by Rashid as we are in for another timeout.
#CSK-146/2(15.0)
Rayudu 1(7)
Watson 97(48)
#CSKv…",0.0,Neutral
6390,S Watson,Watson ne #Selfish sun liya tha subah subah ... Khoon kahul gaya uska .. #CSKvSRH # IPL2018Final,0.0,Neutral
6393,S Watson,"Match over #IPL2018FInal
Watson show...single hand",4.939,Positive
6399,S Watson,#IPL2018Final Surgical strike by Watson on SRH. Bhuvi's overs gone for a waste.,-5.106000000000001,Negative
6400,S Watson,"RT @dinakaranonline: #IPL2018Finals #IPLFinal #CSKvsSRH #SRHvCSK2018 #SRHvsCSK #IPL2018Final
#CSK 146/2 15 OVers 

Shane Watson 97 
Ambati…",0.0,Neutral
6429,S Watson,@ShaneRWatson33 @ChennaiIPL @StarSportsIndia @Vivo_India @IPL #IPL2018Final #CskvsSrh #finals https://t.co/NoHvmhVANi,0.0,Neutral
6432,S Watson,"#CSKvSRH #IPL2018Final #IPL2018Final #Shane
 #Watson
M'SHANE GUN",-4.824,Negative
6446,S Watson,"All credit goes to Watson 🔥🔥
#IPL2018Final 🏆",3.8179999999999996,Positive
6450,S Watson,"CSK v SRH, Final
CSK 146-2 (15)
SRH 178-6 (20)
Ambati Rayudu*: 1 (7)
Shane Watson: 97 (48)
Carlos Brathwaite 2-0-23… https://t.co/zoZIwReLFb",0.0,Neutral
6469,S Watson,RT @2018_Cricket: We are witnessing a spectacle here! Watson is single-handedly winning #CSK the Final here. This is merciless striking!…,6.103,Positive
6472,S Watson,He takes ten balls to start and look where he is now. Magnificent hitting!! 💯❤ @ShaneRWatson33 Classic innings 👌… https://t.co/Yq3wK8dybx,6.688,Positive
6478,S Watson,#SRH didn't have a plan B. Rare failure from their captain and management. They will say it was Watson's night but… https://t.co/steh6XHZ7X,-5.106000000000001,Negative
6498,S Watson,@katrina_kaife_ @RanveerOfficial @ShaneRWatson33 #CSKvsSRH #IPL2018Final https://t.co/dF3QLR8JFg,0.0,Neutral
6511,S Watson,Phir batting has done Shane Watson # IPL2018 Final https://t.co/ZfFyJddB1n,0.0,Neutral
6513,S Watson,"RT @LtbArun_RaviFan: #CSKvSRH #IPL2018Final #IPL2018 

💥💥💥💥💥💥💥💥 @ShaneRWatson33 #Yellove #WhistlePodu https://t.co/CXUmNJOh0i",0.0,Neutral
6514,S Watson,"RT @AbhayKubrey: WATTO PLAYA !!!! @ShaneRWatson33 

That’s how you bat in a final ! Took his time , got in there &amp; then exploded . 

Method…",0.0,Neutral
6525,S Watson,"RT @abhisatna: Big Player waits For big match 
SHANE WATSON 🙌🙌🙌🙌
#CSKvsSRH 
#IPL2018Final",0.0,Neutral
6529,S Watson,"@ShaneRWatson33 always my fav😍😍
Thanks for proving again why you are the best♥️
.
#CSK #CSKvSRH https://t.co/0EqS88zrU4",4.404,Positive
6530,S Watson,"#IPL2018Final
#CSKvsSRH 

Watson a hit away from 💯
finger crossed will he hit 💯?

Follow n Retweet..",0.0,Neutral
6534,S Watson,Watson 💛 #CSKvSRH #YelloveFinals #IPL2018Final #WhistlePodu,0.0,Neutral
6536,S Watson,"Watson's day... Nothing works when a player is in the mood... Congrats @ShaneRWatson33 @ChennaiIPL #CSK 👍🏆
#IPL2018Final #CSKvSRH",5.2669999999999995,Positive
6537,S Watson,SRH fans saying: Shane Watson made all the soil polite! # IPL # IPL2018Final # IPL2018,0.0,Neutral
6538,S Watson,"@virendersehwag #IPL2018Final 
SRH Bowlers after Watson’s assault https://t.co/cyTRg2mb8Q",-5.859,Negative
6541,S Watson,#IPL2018Final @ShaneRWatson33  #massiveinnings #CSK #superfinal @IPL @ChennaiIPL @WhistlePoduTeam ❤ #WhistlePodu https://t.co/4cmtXL2EHx,0.0,Neutral
6547,S Watson,"RT @Dream11_ALT: This is how experience comes into play, none for first 10 balls and another 36 balls  @ShaneRWatson33 scored 97 runs 💥
#Wh…",3.4000000000000004,Positive
6551,S Watson,#CSK #IPL2018Final #IPL2018Final #Watsons waston fire rock,-3.4000000000000004,Negative
6552,S Watson,"RT @trollguruji: Hat-trick SIXES! #Watson on FIRE!

#IPL2018Final #CSKvsSRH #WhistlePodu #csk #dhoni #MSDhoni #thala #rcb #mumbai #ipl #che…",-5.743,Negative
6553,S Watson,"RT @imSumanth03: Somebody inform Shane Watson that he is playing T20 not T15 😛 
#IPL2018Final #CSKvsSRH #SRHvsCSK",2.023,Positive
6558,S Watson,"RT @urvashirautelaj: @virendersehwag its raining 4s and 6s now.. 
WATSON  on fire
somebody stop him please..  27 from this over
#IPL2018Fin…",-5.574,Negative
6565,S Watson,Watson! Whatte player! Champion 🦁🦁 @ChennaiIPL #IPL2018Final #CSKvSRH,6.688,Positive
6582,S Watson,#CSK need 33 off 30 balls to clinch their 3rd #IPL title. #ShaneWatson three runs away from a sensational century… https://t.co/Id5eo0mmET,0.0,Neutral
6590,S Watson,"#SRH failed to do wonder with ball but #Watson shows wonders with his batting. 

#CSKvSRH #IPL2018Final 
#WhistlePodu #SunrisersHyderabad",-2.846,Negative
6592,S Watson,"#IPL2018Final: After 15 overs, CSK 146/2 (Shane Watson 97, Rayudu 1) vs SRH, need 33 runs in 30 balls 

#SRHvsCSK… https://t.co/POkbzN0ekD",0.0,Neutral
6603,S Watson,"#IPL2018Final
Cant decide whether SRH bowling is ordinary or Watson is extraordinary
Legend for a reason",0.0,Neutral
6605,S Watson,Me watching Watson’s classy batting #IPL2018Final https://t.co/FQFYlfUhsF,4.404,Positive
6620,S Watson,Watson hitting ridiculously savage. #CSKvSRH #IPL2018Final #IPL2018,-6.5969999999999995,Negative
6623,S Watson,Just sit in front of TV to watch the match. Looks like my favourite CSK (After KKR) will win it comfortably. Watson… https://t.co/s2c2KWATEI,8.442,Positive
6627,S Watson,Lolz 😂😂😂😂😂😂😂😂 ye Bachpan Se WATSON ka FAN hai 🤣🤣🤣🤣🤣 https://t.co/QfROFs0r7A,7.739000000000001,Positive
6642,S Watson,RT @sainikhilreddy7: This innings by @ShaneRWatson33 will remain in history forever !!!  #IPL2018Final,0.0,Neutral
6647,S Watson,"Shane Watson - Remember the name ! @ShaneRWatson33 
#IPL2018Final #CSKvsSRH https://t.co/i3GIs8ElcQ",0.0,Neutral
6650,S Watson,"Shane Watson (97*) now has the highest individual score in IPL finals while chasing 

#VIVOIPL #IPL2018 #Final… https://t.co/RrO74nDWzq",0.0,Neutral
6651,S Watson,"RT @ News18TamilNadu: # IPL2018Final score
Chennai: 146/2 (15/20 over)
Target -179
Watson - 97
RAID - 2

Live Updates in Tamil 👉 https: // ...",0.0,Neutral
6667,S Watson,#IPL2018Final Shane Watson proves again that @CricketAus are champions. Can stun the best in the big finals. #CSKvsSRH,8.225,Positive
6677,S Watson,Hey esaalacupnamdhe folks @RCBTweets see how you treated Watson and see what he is capable off so you folks even ne… https://t.co/mXt2tvdSh5,3.8179999999999996,Positive
6680,S Watson,"Retweeted Galatta Media (@galattadotcom):

#Watson on fire 🔥🔥🔥.. #ShaneWatson #CSKvsSRH #CSK #IPL2018Final… https://t.co/jrtLyXQpJR",-3.4000000000000004,Negative
6682,S Watson,I know the trophy is already ours.. Now all I want is @ShaneRWatson33 completing 100 and @msdhoni finishing it with… https://t.co/nWvpFbeWvn,0.772,Positive
6687,S Watson,"RT @googlydevi: #Watson to #SRH fielders, ""Mere baare mein itna mat sochna, main dil main aata hoon, pakad mein nahi! #CSKvSRH #SRHvCSK #IP…",0.0,Neutral
6690,S Watson,"Sunrisers Hyderabad Has Best Bowling Line-up In #IPL2018. 
Shane Watson:

 #IPL2018Final #SRHvsCSK #CSKvsSRH… https://t.co/iJplA2PwbP",6.369,Positive
6708,S Watson,Power Watto @ShaneRWatson33 Getting better as age shoots up #CSKvSRH #IPL2018Final #CSK #IPL2018,4.404,Positive
6712,S Watson,"RT @CricketNDTV: #CSK need 33 off 30 balls to clinch their 3rd #IPL title. #ShaneWatson three runs away from a sensational century

 #IPL20…",0.0,Neutral
6714,S Watson,"Watson describing the meaning of his name ..
Wat-a - son
Your elders might be saying the same after seeing you in s… https://t.co/SPtHEQz1I3",0.0,Neutral
6718,S Watson,@ShaneRWatson33 playing like a dream! Perfect performance for a final! #CSKvSRH #IPL2018Final,8.619,Positive
6730,S Watson,"RT @LtbArun_RaviFan: #CSKvSRH

We want #Mahi's Final Shot 🎉💥💥💥💥💥💥💥💥💥
#IPL2018Final @msdhoni @ShaneRWatson33 https://t.co/5sXBRAwnv5",0.772,Positive
6733,S Watson,#MeriDoosriCountry #IPL2018Final #CSKvsSRH #WinWithTecno #IPLFinal2018 Shane Watson #RishtaWahiBaatNayi Suresh Rain… https://t.co/EWRK2wR3vF,0.0,Neutral
6734,S Watson,RT @ashrafrulz: #IPL2018Final About to Witness Watson century...Showing Austrailian intend to finish the opposition and match will get fini…,0.0,Neutral
6739,S Watson,"this csk win is because of #lungi #watson and the satodi no. 1 @Sassy_Soul_ 
#CSKvsSRH #IPL2018Final",3.8179999999999996,Positive
6745,S Watson,I was criticizing Watson pick big time from the auction time until today when he struggled against Bhuvi but boy o… https://t.co/TsklNBFQiP,-3.5060000000000002,Negative
6748,S Watson,"RT @TimesNow: #IPL2018Final: After 15 overs, CSK 146/2 (Shane Watson 97, Rayudu 1) vs SRH, need 33 runs in 30 balls 

#SRHvsCSK #CSKvsSRH…",0.0,Neutral
6773,S Watson,#CSKvsSRH  #IPL2018Final  #watson watson ne laga di SRH ki watt,0.0,Neutral
6775,S Watson,"RT @kaatilana: 1) how people thought Shane Watson will play.
2) how Shane Watson actually playing. 
#IPL2018Final https://t.co/WKwz3CumiZ",4.939,Positive
6797,S Watson,"@rashidkhan_19 has slowed down the @ShaneRWatson33-blow for this moment, but doesn't look like it matters anymore.… https://t.co/ao2f8OAqMn",-3.6430000000000002,Negative
6798,S Watson,Strike dedo yrr ab toh watson ko...    #CSKvSRH #SRHvCSK  #WhistlePodu #OrangeArmy #IPL2018Final,-1.28,Negative
6812,S Watson,"#CSKvSRH , Final
CSK 146-2 (15)
SRH 178-6 (20)
Rayudu*: 1 (7)
Watson: 97 (48)

Chennai Super Kings need 33 runs in… https://t.co/lGpE8oE45Q",5.994000000000001,Positive
6814,S Watson,shane watson jab rcb k side se khel rahe the to aapse ball touch nahi hoti thi acche se csk k valo ne aesa kya khil… https://t.co/BEpybUmaZC,0.0,Neutral
6815,S Watson,"@ShaneRWatson33  Nailed it👌
Australians are big match players they said 
Your bat proved it😎 watto watta innings
#IPL2018Final",0.0,Neutral
6817,S Watson,"#IPL2018Final 
Watson steals the show and the Cup in CSK’s pocket",-5.106000000000001,Negative
6828,S Watson,"My only disappointment from final is that Shane Watson made this match utterly one sided, but I got my entertainment. #IPL2018Final",3.7159999999999997,Positive
6832,S Watson,"RT @cvrane: #IPL2018Final
The only way to win now is by keeping @ShaneRWatson33 away from strike. #OldIsGold #CSKvSRH",5.106000000000001,Positive
6860,S Watson,"#IPL2018Final
Is IPL fixed ? Retweet and vote 
#CSKvSRH Watson Williamson",0.0,Neutral
6869,S Watson,"Watson on fire! Yaaass Chennai..🔥

#CSKvSRH #IPL2018Final",-4.003,Negative
6870,S Watson,"Proof that instead of being the best team CSK doesn't take bad decisions 
""Shane Watson""
#IPL2018Final #SRHvCSK #WhistlePodu #Watson",7.935,Positive
6879,S Watson,"CSK v SRH, Final: CSK 145/2(14.4 ov)
SRH: 178/6
Watson: 97 (48)
Rayudu*: 1 (5)
CSK need 34 runs in 32 balls.
#IPL2018Final #lka",0.0,Neutral
6936,S Watson,WhistlePodu #WhistlePoduArmy #IPL2018Final #YelloveFinals @CSKUniverse @ChennaiIPL @ShaneRWatson33,0.0,Neutral
6939,S Watson,"RT @TollFreeStocks: #IPL2018Final
#CSKvsSRH 

Watson a hit away from 💯
finger crossed will he hit 💯?

Follow n Retweet..",0.0,Neutral
6943,S Watson,"#CSK @ShaneRWatson33 enaaa adiiii🔥🔥🔥

#Lionsrback
#WhistlePodu 
#CSKvSRH #IPL2018Final 
#YelloveFinals",0.0,Neutral
6950,S Watson,"RT @SirJadejaaaa: Sunrisers Hyderabad Has Best Bowling Line-up In #IPL2018. 
Shane Watson:

 #IPL2018Final #SRHvsCSK #CSKvsSRH #CSKvSRH #Wh…",6.369,Positive
6961,S Watson,"Awesome play man @ShaneRWatson33 
🔥🔥  #VIVOIPL2018 #IPL2018Final #CSKvSRH #Yellove #WhistlePodu https://t.co/EgK2f41sYq",7.579000000000001,Positive
6963,S Watson,"#WorldsToughestFinal #CSKvSRH #IPL2018Final #VIVOIPL &amp; #PerfectFan 
Damage is already done by Watson.",-4.939,Negative
6969,S Watson,"#CSKvsSRH #IPL2018Final #IPLFinal #WhistlePodu #sunrisershyderabad 
@ShaneRWatson33 won @SunRisers a cup at 2016 du… https://t.co/4OHUj5VpDt",5.718999999999999,Positive
6970,S Watson,"#prayformumbai

Its Watson storm ⛈ at Wankhede🤗🤯✌🏽#IPL2018Final #IPLT20",0.0,Neutral
6972,S Watson,"Shane Watson has killed 7 skyscraps ""Modi"" till now

# IPL2018Final",-6.705,Negative
6986,S Watson,"Retweeted Ranveer Singh (@RanveerOfficial):

WATTO PLAYA !!!! @ShaneRWatson33 

That’s how you bat in a final ! Too… https://t.co/x5fHETrYQH",0.0,Neutral
6994,S Watson,"# IPL2018Final

Watson ne srh ko watt lagadeya",0.0,Neutral
6996,S Watson,"IPL 2008 gave Shane Watson's international career a second wind.

IPL 2018 has probably given his retirement a second wind. 

#IPL2018Final",0.0,Neutral
7001,S Watson,"Well done 100* 
@ShaneRWatson33  after strategic out,
@msdhoni
@ImRaina #IPL2018Final 10m viewers @HotStarIPL… https://t.co/E6l2K07kzM",2.732,Positive
7021,S Watson,"Chennai Super Kings 
#WhistlePodu 
#WhistlePoduExpress 
#ThalapathyDhoni 
#Watson 
#IPL2018Final 
#CSKvSRH https://t.co/uuOpujreK6",5.994000000000001,Positive
7022,S Watson,"#IPL2018Final #CSKvsSRH 
Watson Vs SRH it is now.",0.0,Neutral
7031,S Watson,Shane Watson Ensures #CSK takes the trophy for the 3rd time..Waiting for his #ton in the Final of #IPL2018Final,0.0,Neutral
7037,S Watson,"Congratulations @ChennaiIPL for winning @IPL 2018🎉🎊🎉🎊🎉🎊🎉🎊🎉
Very very well played @ShaneRWatson33 
🎉🎉🎊🎉🎊🎉🎊🎉
#CSKvSRH… https://t.co/TBA68UQvBH",9.172,Positive
7041,S Watson,I was criticizing Watson pick big time from the auction until today when he struggled against Bhuvi but boy O boy w… https://t.co/NZ1H9kGvUM,-3.5060000000000002,Negative
7042,S Watson,"@ShaneRWatson33 must be called out of retirement by the #Aussies
#SRHvCSK 97 in 48 balls or 38 balls technically
So… https://t.co/idF6XMeg31",0.0,Neutral
7045,S Watson,"Wattoo, You nailed it. ❤❤❤
#CSKvSRH #IPL2018Final 
#Watson ❤ #AussiesMan",0.0,Neutral
7047,S Watson,Watson wins Hyderabad! # IPL2018 #IPLFinal # IPL2018Final,6.114000000000001,Positive
7056,S Watson,Rayudu 9 balls 1 run enna da Watson style ah  #CSKvSRH #IPL2018Final #IPL2018,0.0,Neutral
7060,S Watson,Watson to SRH bowlers. #IPL2018Final #CSKvSRH https://t.co/g2jxc59JPZ,0.0,Neutral
7086,S Watson,Shane Watson is now on 97 off 48 balls after having started his innings with 10 dot balls. #IPL2018Final,0.0,Neutral
7092,S Watson,"Shane Watson today to SRH bowlers #CSKVSRH # IPL2018Final

Ghar se Kuch dur ... https://t.co/lzdqIQMgaT",0.0,Neutral
7096,S Watson,"RT @saurabh_42: IPL 2008 gave Shane Watson's international career a second wind.

IPL 2018 has probably given his retirement a second wind.…",0.0,Neutral
7097,S Watson,"# IPL2018Final
Depressed devotees from Saheb's roadshow are reducing their pain by enjoying the #Watson's horoscope. #CSKvSRH",-4.019,Negative
7101,S Watson,"Sabzi Mandir and India's some of the road,
Shane Watson

# IPL2018Final",0.0,Neutral
7103,S Watson,so that one overthrow by #DeepakHudda puts off pressure from #Watson???#IPL2018Final,-4.098,Negative
7104,S Watson,#IPL2018Final what a watson !!  @ShaneRWatson33,0.0,Neutral
7111,S Watson,"#IPL2018Final
Watson 36
Duplesis 33
Raina 31
Raidu 33
Dhoni. 36
Bravo 34 

Age is not matter for t20 Cricket",-0.191,Negative
7115,S Watson,"Shane Watson was on 0 in 10 balls..
And Now he is the Killer #IPL2018Final #CSKvsSRH  #WhistlePodu #shanewatson",-6.486,Negative
7118,S Watson,This is a brutal knock from #Watson. #CSK #WhistlePodu #IPL2018Final,-6.2490000000000006,Negative
7126,S Watson,"RT @msdfansofficial: SRH - 146/2| 15.0 overs
Shane Watson 97(48)
Ambati Rayudu 1(7)

Last over .....1
@ChennaiIPL @CSKFansOfficial
#Whistle…",0.0,Neutral
7129,S Watson,"Again I spoke with Mulayam Singh Yadav Ji and asked what's his opinion on Shane Watson's batting against #SRH

He r… https://t.co/SyqgYPzrcR",0.0,Neutral
7132,S Watson,Whaaaaaat!!! That is some inSHANE stuff from WATSON. @ShaneRWatson33 @ChennaiIPL #WhistlePodu #IPL2018Final… https://t.co/RoJhhOQfsk,0.0,Neutral
7133,S Watson,"Dhoni to IPL trophy right now......... 
#IPL2018Final #CSKvSRH #IPL2018 @CSKFansOfficial Watson https://t.co/fSBfTlLelp",0.0,Neutral
7134,S Watson,And special thanks to @ShaneRWatson33 for excellent knock of 100 https://t.co/6eEMY4LPPD,8.519,Positive
7140,S Watson,#IPL2018Final Shane Watson Lots Of Love,6.369,Positive
7143,S Watson,Rayudu 1(8) right now... Trying to do like Watson. Iski lagegi! #CSKvsSRH #IPL2018Final,4.199,Positive
7149,S Watson,RT @AsIF__: Watson ne #Selfish sun liya tha subah subah ... Khoon khul gaya uska .. #CSKvSRH # IPL2018Final,0.0,Neutral
7161,S Watson,Watson dismantling SRH attack.What power!#IPL2018Final,0.0,Neutral
7167,S Watson,"RT @ Udibaba2: #Watson is killing 😲😲

# IPL2018Final",-6.5969999999999995,Negative
7179,S Watson,"Pachaas Pachaas kosi Durr jab bachha hai, doh maa kehti soja betah nahe toh #Watson aa jayega 🤣🤣🤣
#CSKvSRH # CSK ... https://t.co/LAAFyHtLVR",0.0,Neutral
7188,S Watson,"Watson 💥😘♥️😘♥️

Fire On Going .......
#CSKvSRH #IPL2018Final 
#Yellove #WhistlePodu https://t.co/zvqX8xJGRG",-3.4000000000000004,Negative
7217,S Watson,"#IPL2018Final
#CSKvsSRH 

Watson we want 💯
Who else want?

Follow n Retweet..",1.5310000000000001,Positive
7228,S Watson,"Aaj Kal ye nervous 90's ka trend khatam hua lagtay😯
Pel do Watson💛🔥
#CSKvSRH #IPL2018Final",-2.732,Negative
7238,S Watson,Incredible Shane Watson #alwayswithcsk #csklove @cskvssrh @msdhoni @harbhajan_singh @ShaneRWatson33 #loveumaahi @SaakshiSRawat #IPL2018Final,0.0,Neutral
7240,S Watson,"Shane Watson is the #SRH of the bowlers, just like the #RCB waale of Gaand!
# IPL2018 Final #CSKVSRH",4.199,Positive
7241,S Watson,RT @HTSportsNews: #CSKvSRH #IPL2018Final | What a start for Bhuvneshwar Kumar! Shane Watson had no clue as @ChennaiIPL are 0/0 after the fi…,-3.5949999999999998,Negative
7255,S Watson,RT @rohitpandey1994: #Watson phod dala reyyy #CSKvsSRH #IPL2018Final,0.0,Neutral
7272,S Watson,What? What? #Watson!!! Shane Watson is 97 off 48 balls. #IPLFinal #IPL2018Final #Runfest #GoingTheDistance #CSK to… https://t.co/8QKRG5rwNC,0.0,Neutral
7276,S Watson,#CskvsSrh The lions are already roaring fiercely on field! 😍 @ShaneRWatson33 this man is on fire today with that cr… https://t.co/ue1Nsq64qh,-4.003,Negative
7286,S Watson,"How to pronounce Shane Watson's name:
Shane Watson ❌
Shane Wat'IS'on ✔

#IPL2018Final #CSKvSRH",0.0,Neutral
7293,S Watson,"Strategic Time-Out: Chennai
Super Kings 146-2
(15.0 Ov)
Shane Watson 97(48), Ambati Rayudu 1(7). need 33 runs
in 30… https://t.co/xg2DwGYlZm",5.994000000000001,Positive
7301,S Watson,"CSK - Shane Watson 97(48), 
34 runs required from 31 balls. #SRHvCSK #IPL2018 #IPL2018Final",0.0,Neutral
7306,S Watson,Whatta player @ShaneRWatson33 . #Champion stuff. #CSKvSRH  #Yellove #IPL2018Final,0.0,Neutral
7316,S Watson,Faith in #Watson and money restored 😎 #CSKvsSRH #IPL2018Final,6.369,Positive
7327,S Watson,Shane Watson gives it a good clout #IPL2018Final,4.404,Positive
7328,S Watson,"RT @two_pie_r: Sandeep Sharma be like 
Spank me daddy #ShaneWatson 🤣
@StarSportsIndia
27 runs in one Over 

#CSKvSRH
#IPL2018Final",3.612,Positive
7329,S Watson,I already know the Trophy is ours!! Now all I want is @ShaneRWatson33 completing 100 and @msdhoni finishing it with… https://t.co/YUfMYqcTdk,2.225,Positive
7344,S Watson,Shane Watson has proved that fortune favours the brave even when injured. He has blasted SRH utterly out of the IPL… https://t.co/SLrNpWH2od,5.423,Positive
7347,S Watson,@ChennaiIPL Will #Watson gets his #century @ #wankhede ? #IPL2018 #IPL2018Final #CSKvSRH #CSKvsSRH,0.0,Neutral
7373,S Watson,"Watson 😍😍😍

Bas Kane Williamson has been living here for a long time ...
# IPL2018Final",0.0,Neutral
7390,S Watson,RT @deepikapadukom: @katrina_kaife_ @RanveerOfficial @ShaneRWatson33 #CSKvsSRH #IPL2018Final https://t.co/dF3QLR8JFg,0.0,Neutral
7400,S Watson,Shane Watson is a 🐐 in T20 #IPL2018Final #CSKvSRH,0.0,Neutral
7405,S Watson,"#IPL2018Final 
Csk Going To Receive The Trophy seems !!! Watta batting from #Watson !! Take the Game single Handley… https://t.co/1p9ZiCY6hU",0.0,Neutral
7407,S Watson,"petition for Shane Watson to hit another SIX 
#IPL2018Final #CSKvSRH @weareoneEXO #EXO",0.0,Neutral
7416,S Watson,All I want is A century of Shane Watson and loosing of #CSK .Let's go #SRH #IPL2018Final,0.772,Positive
7433,S Watson,"WATSON ME MATA AA GAYI HAI! 😨

# IPL2018Final #CSKVSRH #CSK # IPL2018 @StarSportsIndia",0.0,Neutral
7452,S Watson,"Sher WATSON on 🔥 mode...
#IPL2018Final",0.0,Neutral
7459,S Watson,"RT @tamizhanlink: Watson...

Pic 1 : Start of the match

Pic 2 : After few overs 

#CSKvSRH 
#IPL2018Final https://t.co/NnoLVKPMow",0.0,Neutral
7461,S Watson,"@Frooti Dhoni said - number of sixes you hits &amp; get same no. Of Frooti supplies

&amp; Watson hitting sixes… https://t.co/u4fYJOm6ZG",-2.263,Negative
7469,S Watson,"Score updates : #CSKvSRH 

#CSK 🦁 - 146/2
OVERS - 15

#Watson - 97* (48)
#Rayudu - 2*(7)

#CSK needs 33 runs in 30… https://t.co/LaMULZMunQ",0.0,Neutral
7472,S Watson,"Watson in ipl final ..born as poor struggled enough and now he is rich enough..🙏🏻
#IPL2018Final",-2.263,Negative
7480,S Watson,"RT @sivasehwag13: Watson First 10 balls 😶😷
Then rest of the balls faced😎💪

#IPL2018Final #CSKvSRH #WhistlePodu #CSK #Yellove https://t.co/Z…",0.0,Neutral
7484,S Watson,"RT @ASahiL_: Shane Watson has killed 7 skyscraper ""Modi"" till now

# IPL2018Final",-6.705,Negative
7487,S Watson,"@Frooti Dhoni said - number of sixes you hits &amp; get same no. Of Frooti supplies

&amp; Watson hitting sixes… https://t.co/SC1vsXhdf0",-2.263,Negative
7493,S Watson,"First 10 ball dot nd now nearing 100
Wow amazing batting @ShaneRWatson33 
#IPL2018 #IPL2018Final #CSKvSRH #WhistlePodu",8.225,Positive
7503,S Watson,"@Frooti Dhoni said - number of sixes you hits &amp; get same no. Of Frooti supplies

&amp; Watson hitting sixes… https://t.co/DuqX0lkGSh",-2.263,Negative
7505,S Watson,"What a comeback tournament for!! Brilliant performance by @ShaneRWatson33😀😀#CSKforlife 
#Csk #whistlepodu… https://t.co/1lOxfv5Ke8",6.58,Positive
7507,S Watson,"#IPL2018Final
Watson wicket could still turn around things",0.0,Neutral
7508,S Watson,RT @iamsrktheking: No better time to say that u had Watson's posters in your room in your childhood https://t.co/ecSGAcjtHQ,1.779,Positive
7531,S Watson,Seems like@ShaneRWatson33  is in hurry  finish this match quickly so that i can study for my  tomorrow's  exam  😂… https://t.co/ZJ825s6gg3,0.0,Neutral
7533,S Watson,RT @scoooby_doooo: @ChennaiIPL Will #Watson gets his #century @ #wankhede ? #IPL2018 #IPL2018Final #CSKvSRH #CSKvsSRH,0.0,Neutral
7544,S Watson,"@Frooti Dhoni said - number of sixes you hits &amp; get same no. Of Frooti supplies

&amp; Watson hitting sixes… https://t.co/wL0bYUUt8m",-2.263,Negative
7555,S Watson,"RT @KartShyam16: My guy Watson was 0 from 10
He's now 97 from 48.

""Disaster"" #IPL2018Final",0.0,Neutral
7557,S Watson,"I am waiting for  ""Shane Watson""s century !!!
#IPL2018Final  !! #CSKvSRH",0.0,Neutral
7567,S Watson,"What a player. What an amazing innings!! @ShaneRWatson33 
Best innings in an IPL final in my opinion. 
#IPL #IPL2018Final #CSKvSRH",8.619,Positive
7570,S Watson,"@Frooti Dhoni said - number of sixes you hits &amp; get same no. Of Frooti supplies

&amp; Watson hitting sixes… https://t.co/N361MlRjN2",-2.263,Negative
7589,S Watson,"WOOOHOOOOO.... 😘😘😘
WATSON WATSON &amp; WATSON ON AIR.. #IPL2018final 🎉🎉🎉🎉
#CSKvsSRH",0.0,Neutral
7592,S Watson,"RT @aipemedaksoo: Raina out 😯
Koi nai still we gonna win 😌😌
👑Watson MoM👑
#CSK #IPL2018Final #CSKvsSRH 
@weareoneEXO https://t.co/lecSjtoAvL",5.859,Positive
7593,S Watson,"RT @Dm10223395: Score updates : #CSKvSRH 

#CSK 🦁 - 146/2
OVERS - 15

#Watson - 97* (48)
#Rayudu - 2*(7)

#CSK needs 33 runs in 30 balls

#…",0.0,Neutral
7599,S Watson,"Shane Watson ""My love of Thukra, My intemption will be seen"" type inning playing 😁
#CSKvSRH # IPL2018Final #Ipple2018 ... https://t.co/SuE06e3wh6",7.184,Positive
7606,S Watson,"@Frooti Dhoni said - number of sixes you hits &amp; get same no. Of Frooti supplies

&amp; Watson hitting sixes… https://t.co/MenqUz87JG",-2.263,Negative
7628,S Watson,@sandeepchamoli9 @ChennaiIPL @CskIPLTeam @SunRisers I am just hoping that @ShaneRWatson33 will score a century in… https://t.co/iNqvinhTHT,4.215,Positive
7634,S Watson,Watson bro 100 पाहिजे #IPL2018Final,0.0,Neutral
7636,S Watson,"Well played @ImRaina ..
Superb partnership with #Watson
💥💥💥
#CSKvsSRH #IPL2018Final
#Whistlepodu
@ChennaiIPL",8.225,Positive
7645,S Watson,"CSK has finally won the #IPL2018Final match. It is really an outstanding batting by Watson, due to which CSK will n… https://t.co/r5LMPh2D6O",8.393,Positive
